	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_acetylated_1	Spectral count Ctrl_acetylated_2	Spectral count Ctrl_acetylated_3	Spectral count GFP_Atg8_acetylated_1	Spectral count GFP_Atg8_acetylated_2	Spectral count GFP_Atg8_acetylated_3	Unique spectral count Ctrl_acetylated_1	Unique spectral count Ctrl_acetylated_2	Unique spectral count Ctrl_acetylated_3	Unique spectral count GFP_Atg8_acetylated_1	Unique spectral count GFP_Atg8_acetylated_2	Unique spectral count GFP_Atg8_acetylated_3	Total spectral count Ctrl_acetylated_1	Total spectral count Ctrl_acetylated_2	Total spectral count Ctrl_acetylated_3	Total spectral count GFP_Atg8_acetylated_1	Total spectral count GFP_Atg8_acetylated_2	Total spectral count GFP_Atg8_acetylated_3	Intensity Ctrl_acetylated_1	Intensity Ctrl_acetylated_2	Intensity Ctrl_acetylated_3	Intensity GFP_Atg8_acetylated_1	Intensity GFP_Atg8_acetylated_2	Intensity GFP_Atg8_acetylated_3	LFQ intensity Ctrl_acetylated_1	LFQ intensity Ctrl_acetylated_2	LFQ intensity Ctrl_acetylated_3	LFQ intensity GFP_Atg8_acetylated_1	LFQ intensity GFP_Atg8_acetylated_2	LFQ intensity GFP_Atg8_acetylated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_acetylated_1	iBAQ intensity Ctrl_acetylated_2	iBAQ intensity Ctrl_acetylated_3	iBAQ intensity GFP_Atg8_acetylated_1	iBAQ intensity GFP_Atg8_acetylated_2	iBAQ intensity GFP_Atg8_acetylated_3	Sequence coverage	Valid	Expression Ctrl_acetylated_1	Expression Ctrl_acetylated_2	Expression Ctrl_acetylated_3	Expression GFP_Atg8_acetylated_1	Expression GFP_Atg8_acetylated_2	Expression GFP_Atg8_acetylated_3	Missing total	Missing Ctrl_acetylated	Missing GFP_Atg8_acetylated	Missing Ctrl_acetylated_1	Missing Ctrl_acetylated_2	Missing Ctrl_acetylated_3	Missing GFP_Atg8_acetylated_1	Missing GFP_Atg8_acetylated_2	Missing GFP_Atg8_acetylated_3	Events total	Events Ctrl_acetylated	Events GFP_Atg8_acetylated	Expression Ctrl_acetylated	Expression GFP_Atg8_acetylated	P-value GFP_Atg8_acetylated vs Ctrl_acetylated	Adjusted p-value GFP_Atg8_acetylated vs Ctrl_acetylated	Average expression GFP_Atg8_acetylated vs Ctrl_acetylated	Ratio [log2] GFP_Atg8_acetylated vs Ctrl_acetylated
118	sp|P0CX37|RS6A_YEAST	P0CX37	RS6A_YEAST	RPS6A	236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S6-A	1.0	0.999	10	67	0	67	13	10	10	12	12	10	0	0	0	0	0	0	13	10	10	12	12	10	322162940.0	233945070.0	178230130.0	220025230.0	353897730.0	224392160.0	110852230.0	68750880.0	53691436.0	66929308.0	104665800.0	65158870.0	sp|P0CX38|RS6B_YEAST	P0CX37	P0CX37	False	P0CX37;P0CX38	False;False	26.98	sp|P0CX37|RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS6A PE=1 SV=1	8	471504131.9608948	263388895.48054853	202038858.6218583	260002221.32362214	406792939.38009346	258312504.07602477	40.7	True	26.273006229601307	26.187749691361038	26.002558357997362	26.13203535848436	26.17206882101803	26.26451547535912	0	0	0	False	False	False	False	False	False	6	3	3	26.154438092986567	26.189539884953835	0.7658174688123959	0.9965342103788666	26.1719889889702	0.035101791967267815
119	sp|P0CX39|RS8A_YEAST	P0CX39	RS8A_YEAST	RPS8A	200	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S8-A	1.0	0.999	5	33	0	33	5	5	5	3	10	5	0	0	0	0	0	0	5	5	5	3	10	5	48166860.0	36872510.0	34792410.0	29755928.0	85039750.0	34950610.0	28310902.0	17411040.0	17923208.0	15399179.0	36193156.0	16881564.0	sp|P0CX40|RS8B_YEAST	P0CX39	P0CX39	False	P0CX39;P0CX40	False;False	22.48	sp|P0CX39|RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS8A PE=1 SV=1	8	70494990.86885023	41513205.140401036	39440126.11730535	35162364.68674872	97750188.63966237	40233935.03625328	27.0	True	24.303798056694	24.206373892392513	24.41969524955398	24.012250696875164	24.64006752814796	24.316002460185747	0	0	0	False	False	False	False	False	False	6	3	3	24.309955732880166	24.322773561736287	0.9455570811300384	0.9965342103788666	24.316364647308227	0.012817828856121594
120	sp|P0CX41|RL23A_YEAST	P0CX41	RL23A_YEAST	RPL23A	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L23-A	1.0	0.9988	6	45	0	45	6	6	9	8	11	5	0	0	0	0	0	0	6	6	9	8	11	5	101667650.0	60425216.0	85247470.0	76465260.0	197349710.0	60666544.0	33081216.0	22818886.0	29769904.0	25852538.0	59750184.0	20501634.0	sp|P0CX42|RL23B_YEAST	P0CX41	P0CX41	False	P0CX41;P0CX42	False;False	14.46	sp|P0CX41|RL23A_YEAST 60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL23A PE=1 SV=1	9	132263553.23800936	60471292.68958951	85897941.99319027	80318617.0122937	201641351.43841073	62077537.80218559	29.9	True	24.52845260780397	24.596599873570828	25.151720936375025	24.759703180522887	25.36329376952979	24.596292789324647	0	0	0	False	False	False	False	False	False	6	3	3	24.758924472583274	24.906429913125777	0.5968873628003438	0.9965342103788666	24.832677192854526	0.1475054405425027
121	sp|P0CX43|RL1A_YEAST	P0CX43	RL1A_YEAST	RPL1A	217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L1-A	1.0	0.999	5	24	0	24	4	3	4	3	6	4	0	0	0	0	0	0	4	3	4	3	6	4	32215512.0	15529854.0	17738416.0	20329852.0	31590718.0	17037000.0	16444742.0	10321904.0	13792515.0	10535931.0	20730878.0	11181608.0	sp|P0CX44|RL1B_YEAST	P0CX43	P0CX43	False	P0CX43;P0CX44	False;False	24.47	sp|P0CX43|RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1A PE=1 SV=1	9	41910461.06113134	15541696.146532472	17873767.146627087	21354345.70816359	32277701.702372547	17433249.725513224	18.4	True	23.5200667157519	23.452080629311613	24.041751916567932	23.46471506301603	23.836131832835967	23.721681564410158	0	0	0	False	False	False	False	False	False	6	3	3	23.67129975387715	23.674176153420717	0.9889548793843196	0.9965342103788666	23.672737953648934	0.0028763995435667766
122	sp|P0CX45|RL2A_YEAST	P0CX45	RL2A_YEAST	RPL2A	254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L2-A	1.0	0.999	12	75	0	75	12	14	13	8	16	12	0	0	0	0	0	0	12	14	13	8	16	12	155454320.0	129190216.0	88359096.0	98544744.0	221559650.0	120691700.0	29386980.0	23419622.0	16627885.0	17549268.0	37875470.0	20205108.0	sp|P0CX46|RL2B_YEAST	P0CX45	P0CX45	False	P0CX45;P0CX46	False;False	27.39	sp|P0CX45|RL2A_YEAST 60S ribosomal protein L2-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL2A PE=1 SV=1	11	165466476.99152973	105781687.20354581	72845436.2180736	84690625.83832751	185218175.41422534	101044448.24937445	37.0	True	24.357617447450508	24.634089301937372	24.311471042394547	24.200808115841465	24.705614404891737	24.57527395383653	0	0	0	False	False	False	False	False	False	6	3	3	24.43439259726081	24.493898824856576	0.7425093961207412	0.9965342103788666	24.46414571105869	0.05950622759576518
123	sp|P0CX47|RS11A_YEAST	P0CX47	RS11A_YEAST	RPS11A	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S11-A	1.0	0.999	6	26	0	26	4	4	4	4	6	4	0	0	0	0	0	0	4	4	4	4	6	4	88931096.0	59487596.0	61443530.0	63288696.0	156411330.0	63421724.0	31520462.0	20420854.0	21321378.0	21776626.0	56692924.0	21683646.0	sp|P0CX48|RS11B_YEAST	P0CX47	P0CX47	False	P0CX47;P0CX48	False;False	17.74	sp|P0CX47|RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS11A PE=1 SV=1	10	104124650.02662566	53579661.94451747	55721131.64434277	59830235.085950606	143831438.9483081	58407118.46352749	37.2	True	24.4587290224474	24.4364147124339	24.670167049544414	24.512177705379337	25.28751929332894	24.6771612500942	0	0	0	False	False	False	False	False	False	6	3	3	24.52177026147524	24.82561941626749	0.2167496280326973	0.9965342103788666	24.673694838871363	0.3038491547922497
124	sp|P0CX49|RL18A_YEAST	P0CX49	RL18A_YEAST	RPL18A	186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L18-A	1.0	0.999	8	40	0	40	8	5	9	5	8	5	0	0	0	0	0	0	8	5	9	5	8	5	74916130.0	56129410.0	204956060.0	45975350.0	353113020.0	60281796.0	78168510.0	47429292.0	45442956.0	41477190.0	86864770.0	47258020.0	sp|P0CX50|RL18B_YEAST	P0CX49	P0CX49	False	P0CX49;P0CX50	False;False	20.55	sp|P0CX49|RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL18A PE=1 SV=1	11	79741161.9113541	45959081.69655492	168970873.08631662	39511809.62666209	295193413.0578689	50468597.39568958	38.2	True	25.769027879976274	25.652149844229	25.7619230502647	25.441715418155887	25.90312179126177	25.801113075871072	0	0	0	False	False	False	False	False	False	6	3	3	25.72770025815666	25.71531676176291	0.935333699151282	0.9965342103788666	25.721508509959783	-0.012383496393749027
125	sp|P0CX51|RS16A_YEAST	P0CX51	RS16A_YEAST	RPS16A	143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S16-A	1.0	0.999	12	73	0	73	12	11	13	11	12	14	0	0	0	0	0	0	12	11	13	11	12	14	205024510.0	126712090.0	139091620.0	124596440.0	265280400.0	153139100.0	65576504.0	43096660.0	45678724.0	39305204.0	77969900.0	45420668.0	sp|P0CX52|RS16B_YEAST	P0CX51	P0CX51	False	P0CX51;P0CX52	False;False	15.84	sp|P0CX51|RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS16A PE=1 SV=1	10	240052201.20789263	114127841.81904534	126137649.78419861	117787768.86274509	243944359.1252805	141030753.99050936	61.5	True	25.515619332850758	25.51394757594288	25.769388717786256	25.364117598136296	25.74726789787628	25.74390281468628	0	0	0	False	False	False	False	False	False	6	3	3	25.599651875526632	25.618429436899618	0.9055369818567712	0.9965342103788666	25.609040656213125	0.018777561372985474
126	sp|P0CX53|RL12A_YEAST	P0CX53	RL12A_YEAST	RPL12A	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L12-A	1.0	0.999	3	25	0	25	3	5	5	5	4	3	0	0	0	0	0	0	3	5	5	5	4	3	168343970.0	133842184.0	91934310.0	116387380.0	176870860.0	119891380.0	117517960.0	90054780.0	64378180.0	74776664.0	115036190.0	81112210.0	sp|P0CX54|RL12B_YEAST	P0CX53	P0CX53	False	P0CX53;P0CX54	False;False	17.81	sp|P0CX53|RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL12A PE=1 SV=1	9	219005471.63618764	133944244.11950622	92635805.23344532	122252554.94173813	180717160.6204739	122679836.09064984	19.4	True	26.357249694004885	26.577174366148995	26.264438158855015	26.291985370409687	26.308366508158198	26.580472993684193	0	0	0	False	False	False	False	False	False	6	3	3	26.399620739669633	26.39360829075069	0.9665976810239855	0.9965342103788666	26.39661451521016	-0.00601244891894126
127	sp|P0CX55|RS18A_YEAST	P0CX55	RS18A_YEAST	RPS18A	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S18-A	1.0	0.999	9	67	0	67	11	10	12	10	14	10	0	0	0	0	0	0	11	10	12	10	14	10	264868510.0	193699860.0	188276670.0	202488460.0	351182800.0	171406530.0	74121380.0	53997944.0	51564104.0	56256228.0	95927816.0	44654456.0	sp|P0CX56|RS18B_YEAST	P0CX55	P0CX55	False	P0CX55;P0CX56	False;False	17.03	sp|P0CX55|RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS18A PE=1 SV=1	10	310120330.76511055	174462807.63304612	170741966.07239985	191423317.74369478	322937778.5988771	157853821.55698225	59.6	True	25.692330083576987	25.839275988410577	25.94423345982852	25.88141008319589	26.04629982501546	25.71935803769137	0	0	0	False	False	False	False	False	False	6	3	3	25.8252798439387	25.882355981967578	0.6760784236989279	0.9965342103788666	25.85381791295314	0.05707613802887934
128	sp|P0CX82|RL19A_YEAST	P0CX82	RL19A_YEAST	RPL19A	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L19-A	1.0	0.999	8	62	0	62	10	14	9	9	10	10	0	0	0	0	0	0	10	14	9	9	10	10	282366620.0	209237390.0	146601330.0	159828300.0	234531040.0	195572700.0	107901530.0	71907020.0	48824216.0	54702880.0	77253550.0	65433572.0	sp|P0CX83|RL19B_YEAST	P0CX82	P0CX82	False	P0CX82;P0CX83	False;False	21.69	sp|P0CX82|RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL19A PE=1 SV=1	7	472297041.6605491	269224639.76123124	189925658.06046945	215849079.95910043	308097309.4764501	257298899.59949285	35.4	True	26.234083758396693	26.252504133649822	25.8654632451685	25.84101405061259	25.733951843767635	26.270584919985144	0	0	0	False	False	False	False	False	False	6	3	3	26.11735037907167	25.948516938121788	0.40701931728741564	0.9965342103788666	26.03293365859673	-0.16883344094988217
129	sp|P0CX84|RL35A_YEAST	P0CX84	RL35A_YEAST	RPL35A	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L35-A	1.0	0.999	6	42	0	42	7	8	6	6	8	7	0	0	0	0	0	0	7	8	6	6	8	7	351837900.0	245004850.0	165454800.0	191713000.0	271412220.0	227594900.0	144370320.0	91239780.0	60279120.0	72669430.0	96299080.0	86116344.0	sp|P0CX85|RL35B_YEAST	P0CX84	P0CX84	False	P0CX84;P0CX85	False;False	13.9	sp|P0CX84|RL35A_YEAST 60S ribosomal protein L35-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL35A PE=1 SV=1	4	1029870311.1564857	551681271.4102286	375113892.8699411	453091728.2224004	623957518.7864392	523998775.48246294	33.3	True	26.6541426165621	26.59603447944422	26.16952472263881	26.25074585075763	26.051872628913422	26.66684096317519	0	0	0	False	False	False	False	False	False	6	3	3	26.47323393954838	26.323153147615415	0.5048201856944634	0.9965342103788666	26.398193543581897	-0.15008079193296453
130	sp|P10080|SSBP1_YEAST	P10080	SSBP1_YEAST	SBP1	294	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Single-stranded nucleic acid-binding protein	0.6105	0.9834	1	4	4	4	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P10080	P10080	False	P10080	False	32.97	sp|P10080|SSBP1_YEAST Single-stranded nucleic acid-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBP1 PE=1 SV=2	14	0.0	0.0	0.0	0.0	0.0	0.0	3.1	False							6	3	3	True	True	True	True	True	True	0	0	0						
131	sp|P10081|IF4A_YEAST	P10081	IF4A_YEAST	TIF2	395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	ATP-dependent RNA helicase eIF4A	1.0	0.999	8	47	47	47	8	8	6	9	9	7	8	8	6	9	9	7	8	8	6	9	9	7	78302160.0	59277984.0	31786768.0	53037656.0	122885560.0	44185988.0	31657342.0	20168212.0	12989549.0	17910462.0	27497036.0	16547254.0		P10081	P10081	False	P10081	False	44.67	sp|P10081|IF4A_YEAST ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF2 PE=1 SV=3	21	43657047.14392348	25424222.51933084	13726848.703704285	23875891.088097375	53810518.22892593	19377288.837887216	23.5	True	24.464980471332442	24.418454699867347	23.955217708064307	24.230199812606426	24.243626727629156	24.287145713943865	0	0	0	False	False	False	False	False	False	6	3	3	24.2795509597547	24.253657418059817	0.8773995101223633	0.9965342103788666	24.26660418890726	-0.025893541694884448
132	sp|P10591|HSP71_YEAST	P10591	HSP71_YEAST	SSA1	642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Heat shock protein SSA1	1.0	0.999	25	228	57	228	32	33	42	38	50	33	8	10	12	11	9	7	32	33	42	38	50	33	972458240.0	676777400.0	803172030.0	832001660.0	1481358600.0	683163500.0	110861500.0	75327510.0	82282500.0	92266456.0	165009870.0	74674800.0		P10591	P10591	False	P10591	False	69.61	sp|P10591|HSP71_YEAST Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4	35	325314054.39525694	174161178.0891959	208105855.974858	224724648.68292323	389204430.2790801	179756394.21712554	38.2	True	26.27312686969912	26.319548352350747	26.61845199521987	26.59520350363597	26.828831029838568	26.46117535942594	0	0	0	False	False	False	False	False	False	6	3	3	26.403709072423243	26.628403297633493	0.18809630254354195	0.9965342103788666	26.51605618502837	0.22469422521024995
133	sp|P10592|HSP72_YEAST	P10592	HSP72_YEAST	SSA2	639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Heat shock protein SSA2	1.0	0.999	26	65	65	236	11	10	12	10	13	9	11	10	12	10	13	9	35	33	42	37	54	35	573256400.0	415948220.0	375358370.0	507838430.0	710755200.0	324344640.0	148171180.0	108680840.0	114011400.0	140896000.0	200482960.0	97406400.0		P10592	P10592	False	P10592	False	69.43	sp|P10592|HSP72_YEAST Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3	36	186443102.55137596	104066349.36701661	94555625.79428588	133357554.67023365	181552887.8530882	82972077.04190417	15.2	True	26.691633300469995	26.848397227727823	27.088972548666753	27.20595600990102	27.10975832893418	26.84457045722887	0	0	0	False	False	False	False	False	False	6	3	3	26.876334358954853	27.053428265354693	0.2980570843427453	0.9965342103788666	26.964881312154773	0.1770939063998398
134	sp|P10659|METK1_YEAST	P10659	METK1_YEAST	SAM1	382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	S-adenosylmethionine synthase 1	1.0	0.999	12	72	19	72	11	10	13	12	16	10	4	3	3	3	3	3	11	10	13	12	16	10	113138300.0	79816490.0	106884040.0	91497910.0	160918670.0	69578056.0	38527956.0	22018482.0	27419646.0	25317960.0	36116644.0	18534196.0		P10659	P10659	False	P10659	False	41.79	sp|P10659|METK1_YEAST S-adenosylmethionine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM1 PE=1 SV=2	20	66233783.35575322	35944808.99680296	48464823.420132264	43248967.12339555	73988130.71836913	32038341.93512265	24.1	True	24.748345991320143	24.545086521388374	25.03307631249181	24.72955842450374	24.63701445583511	24.450743424273885	0	0	0	False	False	False	False	False	False	6	3	3	24.775502941733446	24.60577210153758	0.32946914320235465	0.9965342103788666	24.690637521635512	-0.16973084019586793
135	sp|P10664|RL4A_YEAST	P10664	RL4A_YEAST	RPL4A	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L4-A	1.0	0.999	12	46	14	46	8	6	7	4	14	7	3	2	3	0	4	2	8	6	7	4	14	7	106156720.0	83981030.0	70223310.0	66924252.0	178444320.0	78318030.0	23712258.0	18924266.0	17948548.0	15841844.0	39626816.0	19670834.0		P10664	P10664	False	P10664	False	39.07	sp|P10664|RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4	18	69051782.87927602	42022534.47884404	35379570.84796662	35148401.80509574	91162418.8383865	40069782.67888233	37.3	True	24.04807339171767	24.326608856123695	24.42173350485528	24.053137536260483	24.77082766561699	24.536612016828194	0	0	0	False	False	False	False	False	False	6	3	3	24.26547191756555	24.45352573956855	0.41456910765599186	0.9965342103788666	24.359498828567048	0.18805382200300258
136	sp|P10964|RPA1_YEAST	P10964	RPA1_YEAST	RPA190	1664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA190	1.0	0.9987	3	5	4	5	2	1	0	1	1	0	2	1	0	1	0	0	2	1	0	1	1	0	5564707.0	4730503.0	3311548.2	4056765.0	6802587.0	3498747.8	3147441.0	3090145.8	1904189.9	2228442.5	3200462.0	1811262.2		P10964	P10964	False	P10964	False	186.31	sp|P10964|RPA1_YEAST DNA-directed RNA polymerase I subunit RPA190 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA190 PE=1 SV=2	94	693129.4611094476	453265.87033822475	319482.4428821176	407987.2195577246	665475.1879676944	342777.66982494295	1.9	True	21.134691581140267	21.712118325889524	21.185115634326706	21.22350490152178	21.140702697954268	21.095621203219455	0	0	0	False	False	False	False	False	False	6	3	3	21.343975180452166	21.153276267565165	0.40236017935561896	0.9965342103788666	21.248625724008665	-0.19069891288700092
137	sp|P11076|ARF1_YEAST	P11076	ARF1_YEAST	ARF1	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	ADP-ribosylation factor 1	1.0	0.999	2	10	0	10	2	2	1	2	1	2	0	0	0	0	0	0	2	2	1	2	1	2	8156654.0	2167278.8	4048467.8	4993723.0	6294478.0	4725461.0	5496998.0	0.0	2455967.8	3335970.5	4485583.5	3115531.0	sp|P19146|ARF2_YEAST	P11076	P11076	False	P11076;P19146	False;False	20.52	sp|P11076|ARF1_YEAST ADP-ribosylation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARF1 PE=1 SV=3	11	8681989.676574245	1774580.2677849543	3337657.539024899	4291670.047194504	5262021.899497414	3956209.080400204	12.2	True	21.93915620129244	19.639595429681282	21.55222991798218	21.805575696707386	21.627718186822847	21.878103867944997	1	1	0	False	True	False	False	False	False	5	2	3	21.043660516318635	21.770465917158408	0.270686793535338	0.9965342103788666	21.40706321673852	0.7268054008397726
138	sp|P11154|PYC1_YEAST	P11154	PYC1_YEAST	PYC1	1178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Pyruvate carboxylase 1	1.0	0.9965	4	8	2	8	1	0	2	0	3	2	1	0	1	0	0	0	1	0	2	0	3	2	9946562.0	3216530.5	5658653.5	4092879.5	10905620.0	4437738.0	3909450.8	2200429.8	2205646.0	2263326.8	4174422.5	1986069.9		P11154	P11154	False	P11154	False	130.02	sp|P11154|PYC1_YEAST Pyruvate carboxylase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYC1 PE=1 SV=2	54	2156647.3908238607	536497.2059305276	950305.2116044483	716522.3811832287	1857129.622902884	756825.2897654086	2.7	True	21.44747819865729	21.222228762941917	21.397139533209852	21.245914074888525	21.52399914414731	21.228542195546	0	0	0	False	False	False	False	False	False	6	3	3	21.355615498269685	21.33281847152728	0.8982275035531374	0.9965342103788666	21.34421698489848	-0.022797026742406246
139	sp|P11353|HEM6_YEAST	P11353	HEM6_YEAST	HEM13	328	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Oxygen-dependent coproporphyrinogen-III oxidase	0.8553	0.9956	1	3	3	3	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	4962021.0	3045925.2	2981337.5	3162806.8	4092070.2	2698865.5	0.0	0.0	0.0	0.0	0.0	0.0		P11353	P11353	False	P11353	False	37.69	sp|P11353|HEM6_YEAST Oxygen-dependent coproporphyrinogen-III oxidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM13 PE=1 SV=2	18	3227646.791784901	1524123.9210447876	1502043.143550905	1661095.954248231	2090528.9531685852	1380818.1087360482	3.0	False							6	3	3	True	True	True	True	True	True	0	0	0						
140	sp|P11412|G6PD_YEAST	P11412	G6PD_YEAST	ZWF1	505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Glucose-6-phosphate 1-dehydrogenase	1.0	0.999	3	3	3	3	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1746140.2	0.0	1367096.4	1595871.4	5263276.0	2596563.2	0.0	0.0	0.0	0.0	2993569.0	1504823.2		P11412	P11412	False	P11412	False	57.49	sp|P11412|G6PD_YEAST Glucose-6-phosphate 1-dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZWF1 PE=1 SV=4	31	659503.8377128192	0.0	399927.45121812203	486665.7237114697	1561277.3779324112	771373.9020445058	9.1	True	20.13688565059506	19.47884197238992	20.18915396986208	20.373196289873313	21.044289042673345	20.828219792247726	4	3	1	True	True	True	True	False	False	2	0	2	19.934960530949017	20.748568374931462	0.04223833723173651	0.9965342103788666	20.34176445294024	0.8136078439824459
141	sp|P11484|SSB1_YEAST	P11484	SSB1_YEAST	SSB1	613	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ribosome-associated molecular chaperone SSB1	1.0	0.999	24	185	12	185	25	30	35	29	37	29	2	2	2	2	2	2	25	30	35	29	37	29	1041924160.0	662547700.0	824305340.0	789717760.0	1431324000.0	627737660.0	149262900.0	92291070.0	120379070.0	119274910.0	216902830.0	92160200.0		P11484	P11484	False	P11484	False	66.56	sp|P11484|SSB1_YEAST Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3	30	406644369.98237354	198915875.88622442	249178534.96413553	248854335.86407655	438735033.9246485	192701309.89415944	41.1	True	26.702224057945593	26.612562572222032	27.167379038202274	26.96561595312452	27.22332758498689	26.764697738450966	0	0	0	False	False	False	False	False	False	6	3	3	26.8273885561233	26.98454709218746	0.4558708170236746	0.9965342103788666	26.90596782415538	0.1571585360641592
